3170,3,8,3,"-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,2,2","6,1,12,9,3,0,9,4,7,2,0,11,8,1,10,5,3,7,1,14,7,9,0,3"
3169,3,8,3,"0,1,0,-1,-1,2,0,2,0,2,1,2,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1","0,10,2,7,12,2,10,1,3,1,10,13,3,5,1,8,1,5,12,3,13,7,3,0"
3168,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,1,2,1,2,-1,0,-1,2,0,1,-1,1,-1,-1,1,0,1,0,1,0","3,4,11,1,5,12,7,1,1,9,2,12,6,1,10,3,2,8,0,6,14,10,0,4"
3167,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,-1,1,1,2,1,-1,2,2,-1,0,-1,1,-1,-1,-1,0,0,0,2,-1","3,10,1,12,7,2,9,0,2,0,7,13,3,12,6,1,6,3,12,5,0,5,10,3"
3166,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,-1,-1,-1,1,2,1,-1,-1,2,1,-1,2,-1,-1,2,0,1,1,-1","7,4,2,0,12,7,10,2,1,5,9,14,1,4,7,3,3,8,0,6,14,1,8,4"
3165,3,8,3,"-1,0,2,1,0,1,1,2,2,-1,1,1,1,0,0,1,0,0,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","5,2,12,7,0,5,10,3,6,4,11,1,11,0,4,7,0,5,10,13,2,4,9,1"
3164,3,6,3,"-1,-1,-1,-1,2,2,-1,-1,-1,-1,1,2,-1,2,-1,2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1","4,0,9,1,4,6,3,4,10,0,5,2,1,8,7,3,0,5"
3163,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,1,-1,2,2,1,-1,-1,-1,-1,0,2,1,2,-1,-1,-1,-1,2,-1,2,-1","4,1,2,12,14,8,2,1,0,7,11,4,1,9,10,2,3,8,1,13,3,7,9,0"
3162,3,6,3,"0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,-1,-1,2,2,-1,1,0,-1,-1,1,1,1,0,1","2,5,0,10,4,3,5,2,8,0,3,6,3,0,10,6,1,4"
3161,3,4,2,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0","0,5,1,4,4,3,0,3"
3160,3,2,2,"-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1","1,1,2,0"
3159,3,8,4,"0,1,3,1,-1,-1,-1,-1,3,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,2,2,1,-1,-1,-1,-1,-1","0,9,5,11,1,11,2,5,8,4,2,1,12,7,10,0,1,6,12,2,7,12,0,4,6,10,1,5,2,10,9,1"
3158,3,8,3,"-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,2,1,-1,0,-1,2,1,0,-1,2,0","1,5,10,13,1,5,2,7,3,8,12,4,0,3,6,8,2,9,7,0,4,12,7,3"
3157,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,0,2,1,1,0,1,1,0,2,2,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,2,1,-1,0","5,10,3,0,11,3,4,8,2,8,11,6,0,2,10,5,4,9,10,1,1,4,8,7"
3156,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,-1,1,2,-1,-1,2,2,1,0,1,0,1,-1,2,-1,1,-1,-1,-1,-1","8,7,4,1,9,0,10,5,6,9,0,3,10,1,8,7,4,8,2,0,14,8,2,6"
3155,3,8,3,"2,-1,2,0,0,2,1,1,1,-1,1,2,1,0,0,2,1,2,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","7,5,3,0,13,5,8,3,2,1,8,14,12,3,0,4,1,6,2,12,14,1,6,2"
3154,3,8,3,"-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,-1","4,10,1,6,13,0,8,2,7,0,9,2,10,1,7,8,8,5,0,11,1,4,9,6"
3153,3,8,3,"-1,-1,-1,-1,0,2,2,2,-1,-1,-1,-1,1,-1,-1,2,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,2,2,-1,-1,-1,-1,-1,0,1,0,0","7,5,2,12,0,7,9,2,2,6,11,0,3,12,4,6,0,8,12,3,9,2,10,0"
3152,3,8,3,"0,1,1,2,-1,2,0,1,0,2,-1,1,2,0,1,-1,-1,0,-1,1,2,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","0,6,2,11,14,2,8,1,5,3,0,14,10,5,7,0,1,10,7,5,13,0,3,5"
3151,3,8,3,"2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,-1,0,2,0,0,1,-1,-1","8,7,4,2,0,10,5,8,6,10,3,1,4,11,8,1,5,0,11,6,1,9,10,2"
3150,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,-1,1,0,1,-1,0,0,1,-1,1,-1,0,1,0,0,2,-1,-1,-1,-1","2,9,1,5,12,11,1,3,6,10,3,1,4,10,9,1,8,6,10,3,0,2,7,8"
3149,3,6,3,"-1,-1,-1,1,2,-1,-1,-1,-1,2,-1,1,-1,-1,-1,2,0,-1,-1,-1,-1,0,-1,2,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1","4,1,10,1,6,2,2,8,1,4,8,1,0,7,8,3,0,6"
3148,3,6,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,2,-1,0,1,1,2,2,0,-1,-1,2,-1,-1,-1","4,1,10,6,0,3,5,2,8,0,7,2,6,5,1,1,5,6"
3147,3,4,2,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,-1","0,6,4,0,2,0,6,2"
3146,3,2,2,"-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1","2,0,1,1"
3145,3,8,4,"0,3,3,2,-1,-1,-1,-1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,3,-1,-1,-1,-1,2,0,3,3,3,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1","0,10,2,8,12,2,10,0,6,9,1,5,11,0,9,3,1,7,4,2,14,10,5,1,7,5,0,12,1,7,4,8"
3144,3,8,3,"0,1,2,-1,0,-1,1,-1,2,1,1,-1,2,2,1,-1,-1,0,2,0,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","4,7,12,2,0,6,9,4,6,5,3,0,14,8,3,5,5,10,0,7,1,5,10,6"
3143,3,8,3,"-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,1,0,1,-1,-1,-1,-1,2,0,-1,0,-1,-1,-1,-1,0,2,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,1,1","5,2,11,0,8,11,2,5,3,7,12,1,9,1,4,7,6,10,0,3,7,10,0,8"
3142,3,8,3,"1,2,1,2,0,1,1,-1,1,2,-1,0,-1,-1,-1,-1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,1,0,2,0,-1,-1,-1,-1","4,2,9,13,0,3,9,4,0,8,5,14,2,10,5,0,5,1,12,3,9,11,1,2"
3141,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,0,0,1,2,1,0,-1,2,-1,-1,2,-1,1,-1,-1,0,-1,1,1,-1,1","1,8,12,6,1,2,10,4,7,1,8,11,2,1,9,5,2,9,1,10,3,12,1,6"
3140,3,8,3,"-1,-1,2,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,2,1,-1,1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1","6,0,8,13,2,1,6,8,4,1,12,7,1,12,4,3,0,10,7,12,4,0,9,2"
3139,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,0,-1,0,2,0,0,-1,2,0,2,0,-1,-1,-1,-1,1,2,-1,-1","2,10,0,12,4,6,10,0,6,9,1,10,2,9,0,7,7,0,9,2,10,1,9,6"
3138,3,8,3,"-1,1,1,-1,-1,-1,-1,-1,0,-1,2,1,-1,-1,-1,-1,2,-1,-1,0,1,0,0,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1","3,8,12,1,4,7,9,0,7,5,2,0,13,9,6,2,0,6,9,2,14,8,0,5"
3137,3,8,3,"-1,-1,-1,-1,2,-1,1,2,-1,-1,-1,-1,-1,2,2,2,2,0,-1,1,0,-1,2,2,-1,-1,-1,-1,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1","7,1,10,2,11,1,4,8,0,3,11,9,13,3,0,5,2,5,0,11,14,5,7,0"
3136,3,8,3,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,2,2,0,-1,-1,2,-1,0,1,1,0,-1,0,1,1,1,2,1,-1,-1","6,1,12,3,9,11,0,2,8,7,3,4,0,9,10,3,5,3,11,0,5,10,3,7"
